Date,company info,localtion,source website,official website,industry,result,products,requirements,cover letter,online test,remark,resume,sheet,,,,,,,,,,,,,
2024/9/19,Traffit,,https://www.linkedin.com/jobs/search/?currentJobId=4029189979&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=react&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&sortBy=R,,,,,,,,,,202409,,,,,,,,,,,,,
2024/9/20,C the Signs,UK,https://www.linkedin.com/jobs/search/?currentJobId=4030844239&f_E=1%2C2%2C3%2C4&f_EA=true&f_TPR=r86400&f_WT=2&keywords=react&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&sortBy=R&spellCorrectionEnabled=true,,,,,,,,,,202409,,,,,,,,,,,,,
2024/7/22,Sanity,Norway,https://www.linkedin.com/jobs/search/?currentJobId=3981948985&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=SGl4Sw6VVnqUzrFw1YtRmQ%3D%3D&refresh=true&trackingId=5XNZ5yR8auQjbKXXUvstxg%3D%3D,https://jobs.ashbyhq.com/sanity/ec47e912-10be-4cca-b528-2964bc808040/application?utm_source=4mMKrNXjv1,,,,,,,,,202407,,,,,,,,,,,,,
2024/7/22,Digipal,Ukraine,https://www.linkedin.com/jobs/search/?currentJobId=3980302402&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=SGl4Sw6VVnqUzrFw1YtRmQ%3D%3D&refresh=true&trackingId=HBjWpK2LmiOf5M%2B%2BZMyqbQ%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
2024/7/22,Teknei,Spain,https://www.linkedin.com/jobs/search/?currentJobId=3979586343&eBP=BUDGET_EXHAUSTED_JOB&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=SGl4Sw6VVnqUzrFw1YtRmQ%3D%3D&refresh=true&trackingId=XIeOSR%2BWECdpe7QHk3%2BUcQ%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
2024/7/22,Intellect Group, United Kingdom ,https://www.linkedin.com/jobs/search/?currentJobId=3981958936&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=SGl4Sw6VVnqUzrFw1YtRmQ%3D%3D&refresh=true&trackingId=ccK09esOhXw8Q1pxibMyuA%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
2024/7/22,Sigma Software Group,Romania,https://www.linkedin.com/jobs/search/?currentJobId=3981993066&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=SGl4Sw6VVnqUzrFw1YtRmQ%3D%3D&refresh=true&start=25&trackingId=1gFQ5smWog6v60WgN%2Fcfsw%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
2024/7/22,Greece,First Achieve,https://www.linkedin.com/jobs/search/?currentJobId=3981994014&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=f1dLrjbh2RsnVYKOjQgAlA%3D%3D&refresh=true&start=25&trackingId=fQjXAuWGqXFqvmCZxY1f%2Fg%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
2024/7/22,Poland,ALGOTEQUE Innovation Hub,https://www.linkedin.com/jobs/search/?currentJobId=3981947726&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=f1dLrjbh2RsnVYKOjQgAlA%3D%3D&refresh=true&start=25&trackingId=ATTaHgQSLJ8iD4p%2FCxqyFQ%3D%3D,https://www.jobposting.pro/emploi-1841186-123#postuler,,,,,,,,,202407,,,,,,,,,,,,,
2024/7/22,NexusHire Solutions,Singapore,https://www.linkedin.com/jobs/search/?currentJobId=3961567165&distance=25&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_WT=2&geoId=92000000&keywords=frontend&origin=JOBS_HOME_KEYWORD_HISTORY&refId=jWLq%2BDCcOi%2FyFdPh6m3umw%3D%3D&refresh=true&trackingId=7ujqKiHqJ8tOYGBHldvShg%3D%3D,https://app.ismartrecruit.com/socialApply?x=E7pZXhlbGxhci1uZXh1cy5jb21fNTJfTElOS0VESU5fZ3JpZF9lbg==Q9e,,,,,"Dear Manager,
I am thrilled to apply for the Frontend Developer role. With expertise in React, TypeScript, Next.js, and Tailwind CSS, I am confident in delivering responsive, high-performing, and visually appealing web applications. My experience includes collaborating with designers, optimizing code, and adhering to best practices. Additionally, I possess knowledge of RESTful APIs, JSON Web Token, and Git, ensuring the security and reliability of my projects.
To learn more about my work and passion for frontend development, please visit https://mincode.fun.
I am eager to contribute to your team and projects, leveraging my ability to stay current with emerging technologies. Thank you for considering my application.
Sincerely,
Jonathan.K",,,,202407,,,,,,,,,,,,,
2024/7/22,Citio,Türkiye,https://www.linkedin.com/jobs/search/?currentJobId=3980331137&distance=25&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=92000000&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=Oh%2BXoUPzQBeseIpq8XBHMw%3D%3D&refresh=true&sortBy=R&trackingId=lfJv04FU%2FcCa55FgV2v%2FRQ%3D%3D,https://citio.heplin.com/,,,,,"Dear Citio ?stanbul Team,
I am eager to apply for the Full-Stack Developer position. With two years of experience in React and one year in Next.js, I am confident my skills align with your requirements. My expertise includes building user-centric web applications and managing API integrations.
Although I have a basic understanding of Node.js, my strong background in Java provides me with a solid foundation in backend development. While I may not be very familiar with TypeScript, I am a quick learner and have a strong willingness to enhance my knowledge in this area.
I am well-versed in version control systems like Git and possess excellent problem-solving abilities. To learn more about my work and passion for frontend development, please visit https://mincode.fun.
I am excited about the opportunity to contribute to your team and grow together. Please find my application and resume attached.
Sincerely,
Jonathan.K",,,,202407,,,,,,,,,,,,,
2024/7/23,MLWord,United Arab Emirates,https://www.linkedin.com/jobs/search/?currentJobId=3977220541&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_LOCATION_AUTOCOMPLETE&refId=dJPmD4bFVZX%2F9sYPkAEWSA%3D%3D&refresh=true&trackingId=qkPneGgj%2BJVGOYCqCEJoDg%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
,YYT,UK,https://www.linkedin.com/jobs/search/?currentJobId=3981994011&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_LOCATION_AUTOCOMPLETE&refId=dJPmD4bFVZX%2F9sYPkAEWSA%3D%3D&refresh=true&trackingId=yreivaaUfyZqwMbX6s3FwA%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
,Mangopay,Poland,https://www.linkedin.com/jobs/search/?currentJobId=3982546844&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=DPArYesqrLRXSiVAR9TyGQ%3D%3D&refresh=true&sortBy=R&trackingId=tQaqbuSPZz66u0H51DHJkQ%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
,Typescouts,Czechia,https://www.linkedin.com/jobs/search/?currentJobId=3982513367&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=DPArYesqrLRXSiVAR9TyGQ%3D%3D&refresh=true&sortBy=R&trackingId=UT%2FtyncoK7ONHTM4AN6Jcg%3D%3D,https://jobs.ashbyhq.com/typescouts/81a1aefb-d94c-46af-8818-167c09d6d411/application?utm_source=X6KVL7oOWW,,,,,,,,,202407,,,,,,,,,,,,,
,Semrush,Spain,https://www.linkedin.com/jobs/search/?currentJobId=3980364545&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=DPArYesqrLRXSiVAR9TyGQ%3D%3D&refresh=true&sortBy=R&trackingId=oybmuiBrXM85eCICtf83Zw%3D%3D,https://careers.semrush.com/jobs/frontend-developer-78-Remote%20job/apply/?utm_source=jobsite_linkedin,,,,,,,,,202407,,,,,,,,,,,,,
,INFUSE,Germany,https://www.linkedin.com/jobs/search/?currentJobId=3982543857&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=DPArYesqrLRXSiVAR9TyGQ%3D%3D&refresh=true&sortBy=R&trackingId=I1I%2FohtyXEb%2BW4xK3A%2FfxQ%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
,INFUSE,Hungary,https://www.linkedin.com/jobs/search/?currentJobId=3982548556&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=92000000&keywords=frontend&location=Worldwide&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=SuqOmAkJeJKQxXF%2FPZObkg%3D%3D&refresh=true&sortBy=R&trackingId=G4%2B%2FohlB%2F2VS7hK412%2BOIg%3D%3D,easy apply with a cover letter.,,,,,,,,,202407,,,,,,,,,,,,,
,Ramboll,Germany,https://www.linkedin.com/jobs/search/?currentJobId=3982691648&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_LOCATION_AUTOCOMPLETE&refId=uFeVi9PljX62RtwGh51uSw%3D%3D&refresh=true&sortBy=R&trackingId=gcfn4THbnW0x5D5UUFQNIA%3D%3D,https://jobs.smartrecruiters.com/Ramboll3/744000002270236-senior-frontend-developer-m-w-d-ramboll-tech?trid=2d92f286-613b-4daf-9dfa-6340ffbecf73,,,,,,,,,202407,,,,,,,,,,,,,
,Digital Science,Europe,https://holtzbrinck-careers.com/en/job/senior-front-end-engineer-dimensions_1,https://jobs.smartrecruiters.com/Ramboll3/744000002270236-senior-frontend-developer-m-w-d-ramboll-tech?trid=2d92f286-613b-4daf-9dfa-6340ffbecf73,,,,,,,,,202407,,,,,,,,,,,,,
,Remtec Talent Management Ltd,UK,https://www.linkedin.com/jobs/search/?currentJobId=3980993900&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=BP8m8DhIrloZLJOtw%2FAsbg%3D%3D&refresh=true&sortBy=R&trackingId=Z05POkrTiZyCX85abp3BHw%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
,Code Sherpas,Spain,https://www.linkedin.com/jobs/search/?currentJobId=3980997077&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=jxgoyg19AsjU%2BYN4%2Big%2Fsw%3D%3D&refresh=true&sortBy=R&trackingId=1kL96luhrQSgQqZx4%2BjMdA%3D%3D,https://codesherpas-1647598771657.freshteam.com/jobs/FlYpchIRm2ti/frontend-software-engineer?ft_source=Internal_25000152670&ft_medium=Referral_25000132899&u=25000110612,,,,,,,,,202407,,,,,,,,,,,,,
,Paymentology,Bulgaria,https://www.linkedin.com/jobs/search/?currentJobId=3980931767&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refId=ZanjFMaMkoLzKlRlE9j9hw%3D%3D&refresh=true&sortBy=R&trackingId=2b%2BTiHncg6VIthSb52oqwg%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
,Cera,UK,https://www.linkedin.com/jobs/search/?currentJobId=3981211513&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_LOCATION_AUTOCOMPLETE&refId=Gh8UkjSNVkKRuqU00%2BKb1Q%3D%3D&refresh=true&sortBy=R&trackingId=Jx589xlVJ4ii0YIS%2Fhxxeg%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
,micro1,APAC,https://www.linkedin.com/jobs/search/?currentJobId=3982329937&eBP=NOT_ELIGIBLE_FOR_CHARGING&f_TPR=r86400&f_WT=2&geoId=102890883&keywords=frontend&location=China&origin=JOB_SEARCH_PAGE_LOCATION_AUTOCOMPLETE&refId=Gh8UkjSNVkKRuqU00%2BKb1Q%3D%3D&refresh=true&sortBy=R&trackingId=Jx589xlVJ4ii0YIS%2Fhxxeg%3D%3D,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
,LTP ,China,https://www.linkedin.com/jobs/search/post-apply/default/?currentJobId=3982658599&f_TPR=r86400&f_WT=2&geoId=102890883&keywords=frontend&location=China&origin=JOB_SEARCH_PAGE_LOCATION_AUTOCOMPLETE&postApplyJobId=3982658599&refresh=true&sortBy=R,easy apply,,,,,,,,,202407,,,,,,,,,,,,,
,Evotix,Germany,https://join.com/companies/lh-innovationhub/11956850-frontend-developer-for-travel-tech-venture-freelance-basis-f-m-d,,,,,,,,,,202407,,,,,,,,,,,,,
,Rows,Portugal,https://join.com/companies/dashdash/10662440-senior-frontend-engineer?pid=e65242534431eadcb0c9,,,,,,,,,,202407,,,,,,,,,,,,,
2024/7/24,Pango Group,Poland,https://www.linkedin.com/jobs/search/?currentJobId=3980791211&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=react&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true,https://boards.greenhouse.io/pango/jobs/5236733004?gh_src=dYMcER#app,,,,,,,,,202407,,,,,,,,,,,,,
,Exadel,Bulgaria,https://www.linkedin.com/jobs/search/?currentJobId=3981209890&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=react&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=50,https://careers.exadel.com/careers/job-5175112004.senior-full-stack-developer/?utm_source=linkedin_js&utm_medium=paid&utm_campaign=li_js_sr_fs_dev_23_07_2024&utm_content=vacancy#exadel-contact-vacancies-form,,,,,,,,,202407,,,,,,,,,,,,,
,SEON,Hungary,https://www.linkedin.com/jobs/search/?currentJobId=3973742321&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=react&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=50,https://apply.workable.com/seon-technologies-1/j/4001109DDF/apply/,,,,,,,,,202407,,,,,,,,,,,,,
,Pre.vü ,UK,https://www.linkedin.com/jobs/search/?currentJobId=3983274198&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=react&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=50,,,,,,,,,,202407,,,,,,,,,,,,,
,Vantiva,Egypt,https://www.linkedin.com/jobs/search/?currentJobId=3981329857&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=react&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=75,,,,,,,,,,202407,,,,,,,,,,,,,
,RoadFlex,Poland,https://www.linkedin.com/jobs/search/?currentJobId=3981629758&distance=25&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R,,,,,,,,,,202407,,,,,,,,,,,,,
,SentinelOne,Slovakia,https://www.linkedin.com/jobs/search/?currentJobId=3982695913&distance=25&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R&start=25,https://www.sentinelone.com/jobs/?gh_jid=6063571003&gh_src=c61082833us,,,,,,,,,202407,,,,,,,,,,,,,
,MBR PATNERS,South Africa,https://recruiterflow.com/mbrpartners/jobs/1717,,,,,,,,,,202407,,,,,,,,,,,,,
,RTeams,United Kingdom,https://www.linkedin.com/jobs/search/?currentJobId=3983520525&distance=25&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER,,,,,,,,,,202407,,,,,,,,,,,,,
,BaseTeam Recruitment,Belgrade,https://www.linkedin.com/jobs/search/?currentJobId=3982469560&distance=25&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER,https://app.uptal.com/interview/apply/Xm89OABGdNlNBelkWZ5yajbwR?default_lang=en,,,,,,,,,202407,,,,,,,,,,,,,
,Optimizee Group,Sweden,https://www.linkedin.com/jobs/search/post-apply/default/?currentJobId=3982492569&distance=25&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&postApplyJobId=3982492569,,,,,,,,,,202407,,,,,,,,,,,,,
,Eagle Eye Staffing Solutions,Poland,https://www.linkedin.com/jobs/search/?currentJobId=3983520593&distance=25&f_EA=true&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER,,,,,,,,,,202407,,,,,,,,,,,,,
,Kamro - The Alternative Hiring Solution,UK,https://www.linkedin.com/jobs/search/?currentJobId=3982456258&distance=25&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&spellCorrectionEnabled=true,https://www.careers-page.com/kamro-ltd/job/L394W4RW/apply,,,,,,,,,202407,,,,,,,,,,,,,
,K&K social resources and development GmbH,Poland,https://www.linkedin.com/jobs/search/?currentJobId=3981445483&distance=25&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&spellCorrectionEnabled=true,,,,,,,,,,202407,,,,,,,,,,,,,
,Cavendish Professionals,Lithuania,https://www.linkedin.com/jobs/search/?currentJobId=3982460491&distance=25&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&spellCorrectionEnabled=true,,,,,,,,,,202407,,,,,,,,,,,,,
2024/7/30,Hexa Consulting,Portugal,https://www.hexa-group.pt/job-hexa-consulting/full-stack-react-js-node-js,mail directly.,,,,,,,,,202407,,,,,,,,,,,,,
,N-iX,Poland ,https://www.linkedin.com/jobs/search/?currentJobId=3987534375&distance=25.0&f_EA=true&f_TPR=r604800&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R,,,,,,,,,,202407,,,,,,,,,,,,,
,AMURA IT,Spain ,https://www.linkedin.com/jobs/search/?currentJobId=3987522634&distance=25.0&f_EA=true&f_TPR=r604800&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R,,,,,,,,,,202407,,,,,,,,,,,,,
,Mate academy,Ukraine,https://www.linkedin.com/jobs/search/?currentJobId=3985081293&distance=25.0&f_EA=true&f_TPR=r604800&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R,,,,,,,,,,202407,,,,,,,,,,,,,
,Fetcherr,Israel,https://www.linkedin.com/jobs/search/?currentJobId=3985635263&distance=25.0&f_EA=true&f_TPR=r604800&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R,https://www.fetcherr.io/careers/software-engineer-e5c05?coref=1.11.p24_701F,,,,,,,,,202407,,,,,,,,,,,,,
,YanTech Associates,Poland ,https://www.linkedin.com/jobs/search/?currentJobId=3987110908&distance=25.0&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R,,,,,,,,,,202407,,,,,,,,,,,,,
,"AlphaByte, Inc.",Russia/japan,https://www.linkedin.com/jobs/search/?currentJobId=3984890653&distance=25.0&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R,https://talent.noxx.net/application/11220377-0e62-478f-9364-9ec02dfddd21,,,,,,,,,202407,,,,,,,,,,,,,
,Kinvr Digital,UK,https://www.linkedin.com/jobs/search/?currentJobId=3987822311&distance=25.0&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R,,,,,,,,,,202407,,,,,,,,,,,,,
2024/1/6,Aesthetic Room AI,Spain,https://www.linkedin.com/jobs/search/?currentJobId=3935093607&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true,https://join.com/companies/aestheticroomai/11515642-senior-web-developer?pid=e65242534431eadcb0c9,,failed,Interior Design  ,,none,,,,202406,,,,,,,,,,,,,
,Natek,Slovakia,https://www.linkedin.com/jobs/search/?currentJobId=3939681799&f_TPR=r86400&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true,https://natek.eu/jobs/fullstack-developer-6,,applied,,,"Dear Hiring Manager,I am eager to apply for the Fullstack Developer position at NATEK. With my experience in various technologies, I am confident that I can make significant contributions to the eMobility Cloud platform.Throughout my career, I have developed modern applications for scalable platforms while adhering to industry best practices. My primary areas of expertise include React/NextJS/Typescript, Spring Boot, and SQL. I possess a strong understanding of container technologies like Docker and have practical experience with unit and integration testing. I am proficient in Git and familiar with version control and testing practices, which enable me to support the software development lifecycle effectively.I am excited about the opportunity to join NATEK and contribute to the development of innovative solutions for the eMobility platform. I am confident that my skills and determination to learn will allow me to grow within the role and become a valuable asset to your team.Thank you for considering my application. I am enthusiastic about the possibility of contributing to NATEK's ongoing success and becoming a part of your team.
linkedin https://www.linkedin.com/in/jonathan-k-692324285/personal website https://jonathantube.github.io/github https://github.com/JonathanTubeemail Jonathan.xm.Kong@outlook.com
Sincerely,Jonathan",,,,202406,,,,,,,,,,,,,
2024/5/6,Bugfender,Spain ,https://www.linkedin.com/jobs/search/?currentJobId=3942313051&f_TPR=r604800&f_WT=2&geoId=91000007&keywords=frontend&location=EMEA&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&sortBy=R,,,refused,,,"Dear Bugfender Hiring Manager,
As a skilled fullstack developer with 4 years of experience in Vue.js and 1 year in React.js over 10 years in Java backend, I am eager to join your team. My background includes building user-friendly applications, collaborating with cross-functional teams, and working with Java backend development.
Currently based in China, I am flexible and willing to work across different time zones to ensure effective collaboration with the Bugfender team.
I am confident that my expertise in React.js, Vue.js, and Java, coupled with my strong problem-solving skills, will contribute to Bugfender's success.
Thank you for considering my application. I look forward to discussing how I can add value to your team.
Sincerely,
Jonathan",,,,202406,,,,,,,,,,,,,
